image_path,label
./dataset/nhcd\consonants\3\018_02.jpg,ग
./dataset/nhcd\consonants\3\019_01.jpg,ग
./dataset/nhcd\consonants\3\019_02.jpg,ग
./dataset/nhcd\consonants\3\020_01.jpg,ग
./dataset/nhcd\consonants\3\020_02.jpg,ग
./dataset/nhcd\consonants\3\023_01.jpg,ग
./dataset/nhcd\consonants\3\023_02.jpg,ग
./dataset/nhcd\consonants\3\024_01.jpg,ग
./dataset/nhcd\consonants\3\024_02.jpg,ग
./dataset/nhcd\consonants\3\025_01.jpg,ग
./dataset/nhcd\consonants\3\025_02.jpg,ग
./dataset/nhcd\consonants\3\027_01.jpg,ग
./dataset/nhcd\consonants\3\027_02.jpg,ग
./dataset/nhcd\consonants\3\029_01.jpg,ग
./dataset/nhcd\consonants\3\030_01.jpg,ग
./dataset/nhcd\consonants\3\030_02.jpg,ग
./dataset/nhcd\consonants\3\032_01.jpg,ग
./dataset/nhcd\consonants\3\032_02.jpg,ग
./dataset/nhcd\consonants\3\033_01.jpg,ग
./dataset/nhcd\consonants\3\033_02.jpg,ग
./dataset/nhcd\consonants\3\034_01.jpg,ग
./dataset/nhcd\consonants\3\035_02.jpg,ग
./dataset/nhcd\consonants\3\036_01.jpg,ग
./dataset/nhcd\consonants\3\036_02.jpg,ग
./dataset/nhcd\consonants\3\037_01.jpg,ग
./dataset/nhcd\consonants\3\037_02.jpg,ग
./dataset/nhcd\consonants\3\038_01.jpg,ग
./dataset/nhcd\consonants\3\038_02.jpg,ग
./dataset/nhcd\consonants\3\039_01.jpg,ग
./dataset/nhcd\consonants\3\040_02.jpg,ग
./dataset/nhcd\consonants\3\041_01.jpg,ग
./dataset/nhcd\consonants\3\041_02.jpg,ग
./dataset/nhcd\consonants\3\042_01.jpg,ग
./dataset/nhcd\consonants\3\042_02.jpg,ग
./dataset/nhcd\consonants\3\043_01.jpg,ग
./dataset/nhcd\consonants\3\043_02.jpg,ग
./dataset/nhcd\consonants\3\044_01.jpg,ग
./dataset/nhcd\consonants\3\045_02.jpg,ग
./dataset/nhcd\consonants\3\047_01.jpg,ग
./dataset/nhcd\consonants\3\047_02.jpg,ग
./dataset/nhcd\consonants\4\001_01.jpg,घ
./dataset/nhcd\consonants\4\001_02.jpg,घ
./dataset/nhcd\consonants\4\002_01.jpg,घ
./dataset/nhcd\consonants\4\002_02.jpg,घ
./dataset/nhcd\consonants\4\004_01.jpg,घ
./dataset/nhcd\consonants\4\005_02.jpg,घ
./dataset/nhcd\consonants\4\006_01.jpg,घ
./dataset/nhcd\consonants\4\006_02.jpg,घ
./dataset/nhcd\consonants\4\007_01.jpg,घ
./dataset/nhcd\consonants\4\007_02.jpg,घ
./dataset/nhcd\consonants\4\008_01.jpg,घ
./dataset/nhcd\consonants\4\008_02.jpg,घ
./dataset/nhcd\consonants\4\010_01.jpg,घ
./dataset/nhcd\consonants\4\011_02.jpg,घ
./dataset/nhcd\consonants\4\012_01.jpg,घ
./dataset/nhcd\consonants\4\012_02.jpg,घ
./dataset/nhcd\consonants\4\013_01.jpg,घ
./dataset/nhcd\consonants\4\013_02.jpg,घ
./dataset/nhcd\consonants\4\014_01.jpg,घ
./dataset/nhcd\consonants\4\014_02.jpg,घ
./dataset/nhcd\consonants\4\015_01.jpg,घ
./dataset/nhcd\consonants\4\016_02.jpg,घ
./dataset/nhcd\consonants\4\017_01.jpg,घ
./dataset/nhcd\consonants\4\017_02.jpg,घ
./dataset/nhcd\consonants\4\018_01.jpg,घ
./dataset/nhcd\consonants\4\018_02.jpg,घ
./dataset/nhcd\consonants\4\019_01.jpg,घ
./dataset/nhcd\consonants\4\019_02.jpg,घ
./dataset/nhcd\consonants\4\020_01.jpg,घ
./dataset/nhcd\consonants\4\022_02.jpg,घ
./dataset/nhcd\consonants\4\023_01.jpg,घ
./dataset/nhcd\consonants\4\023_02.jpg,घ
./dataset/nhcd\consonants\4\024_01.jpg,घ
./dataset/nhcd\consonants\4\024_02.jpg,घ
./dataset/nhcd\consonants\4\025_01.jpg,घ
./dataset/nhcd\consonants\4\025_02.jpg,घ
./dataset/nhcd\consonants\4\027_01.jpg,घ
./dataset/nhcd\consonants\4\028_02.jpg,घ
./dataset/nhcd\consonants\4\029_01.jpg,घ
./dataset/nhcd\consonants\4\030_01.jpg,घ
./dataset/nhcd\consonants\4\030_02.jpg,घ
./dataset/nhcd\consonants\4\032_01.jpg,घ
./dataset/nhcd\consonants\4\032_02.jpg,घ
./dataset/nhcd\consonants\4\033_01.jpg,घ
./dataset/nhcd\consonants\4\033_02.jpg,घ
./dataset/nhcd\consonants\4\035_01.jpg,घ
./dataset/nhcd\consonants\4\035_02.jpg,घ
./dataset/nhcd\consonants\4\036_01.jpg,घ
./dataset/nhcd\consonants\4\036_02.jpg,घ
./dataset/nhcd\consonants\4\037_01.jpg,घ
./dataset/nhcd\consonants\4\037_02.jpg,घ
./dataset/nhcd\consonants\4\038_01.jpg,घ
./dataset/nhcd\consonants\4\038_02.jpg,घ
./dataset/nhcd\consonants\4\040_01.jpg,घ
./dataset/nhcd\consonants\4\040_02.jpg,घ
./dataset/nhcd\consonants\4\041_01.jpg,घ
./dataset/nhcd\consonants\4\041_02.jpg,घ
./dataset/nhcd\consonants\4\042_01.jpg,घ
./dataset/nhcd\consonants\4\042_02.jpg,घ
./dataset/nhcd\consonants\4\043_01.jpg,घ
./dataset/nhcd\consonants\4\043_02.jpg,घ
./dataset/nhcd\consonants\4\045_01.jpg,घ
./dataset/nhcd\consonants\4\045_02.jpg,घ
./dataset/nhcd\consonants\4\047_01.jpg,घ
./dataset/nhcd\consonants\4\047_02.jpg,घ
./dataset/nhcd\consonants\5\001_01.jpg,ङ
./dataset/nhcd\consonants\5\001_02.jpg,ङ
./dataset/nhcd\consonants\5\002_01.jpg,ङ
./dataset/nhcd\consonants\5\002_02.jpg,ङ
./dataset/nhcd\consonants\5\005_01.jpg,ङ
./dataset/nhcd\consonants\5\005_02.jpg,ङ
./dataset/nhcd\consonants\5\006_01.jpg,ङ
./dataset/nhcd\consonants\5\006_02.jpg,ङ
./dataset/nhcd\consonants\5\007_01.jpg,ङ
./dataset/nhcd\consonants\5\007_02.jpg,ङ
./dataset/nhcd\consonants\5\008_01.jpg,ङ
./dataset/nhcd\consonants\5\008_02.jpg,ङ
./dataset/nhcd\consonants\5\011_01.jpg,ङ
./dataset/nhcd\consonants\5\011_02.jpg,ङ
./dataset/nhcd\consonants\5\012_01.jpg,ङ
./dataset/nhcd\consonants\5\012_02.jpg,ङ
./dataset/nhcd\consonants\5\013_01.jpg,ङ
./dataset/nhcd\consonants\5\013_02.jpg,ङ
./dataset/nhcd\consonants\5\014_01.jpg,ङ
./dataset/nhcd\consonants\5\014_02.jpg,ङ
./dataset/nhcd\consonants\5\016_01.jpg,ङ
./dataset/nhcd\consonants\5\016_02.jpg,ङ
./dataset/nhcd\consonants\5\017_01.jpg,ङ
./dataset/nhcd\consonants\5\017_02.jpg,ङ
./dataset/nhcd\consonants\5\018_01.jpg,ङ
./dataset/nhcd\consonants\5\018_02.jpg,ङ
./dataset/nhcd\consonants\5\019_01.jpg,ङ
./dataset/nhcd\consonants\5\019_02.jpg,ङ
./dataset/nhcd\consonants\5\022_01.jpg,ङ
./dataset/nhcd\consonants\5\022_02.jpg,ङ
./dataset/nhcd\consonants\5\023_01.jpg,ङ
./dataset/nhcd\consonants\5\023_02.jpg,ङ
./dataset/nhcd\consonants\5\024_01.jpg,ङ
./dataset/nhcd\consonants\5\024_02.jpg,ङ
./dataset/nhcd\consonants\5\025_01.jpg,ङ
./dataset/nhcd\consonants\5\025_02.jpg,ङ
./dataset/nhcd\consonants\5\028_01.jpg,ङ
./dataset/nhcd\consonants\5\028_02.jpg,ङ
./dataset/nhcd\consonants\5\029_01.jpg,ङ
./dataset/nhcd\consonants\5\030_01.jpg,ङ
./dataset/nhcd\consonants\5\030_02.jpg,ङ
./dataset/nhcd\consonants\5\032_01.jpg,ङ
./dataset/nhcd\consonants\5\032_02.jpg,ङ
./dataset/nhcd\consonants\5\033_01.jpg,ङ
./dataset/nhcd\consonants\5\034_02.jpg,ङ
./dataset/nhcd\consonants\5\035_01.jpg,ङ
./dataset/nhcd\consonants\5\035_02.jpg,ङ
./dataset/nhcd\consonants\5\036_01.jpg,ङ
./dataset/nhcd\consonants\5\036_02.jpg,ङ
./dataset/nhcd\consonants\5\037_01.jpg,ङ
./dataset/nhcd\consonants\5\037_02.jpg,ङ
./dataset/nhcd\consonants\5\038_01.jpg,ङ
./dataset/nhcd\consonants\5\039_02.jpg,ङ
./dataset/nhcd\consonants\5\040_01.jpg,ङ
./dataset/nhcd\consonants\5\040_02.jpg,ङ
./dataset/nhcd\consonants\5\041_01.jpg,ङ
./dataset/nhcd\consonants\5\041_02.jpg,ङ
./dataset/nhcd\consonants\5\042_01.jpg,ङ
./dataset/nhcd\consonants\5\042_02.jpg,ङ
./dataset/nhcd\consonants\5\043_01.jpg,ङ
./dataset/nhcd\consonants\5\044_02.jpg,ङ
./dataset/nhcd\consonants\5\045_01.jpg,ङ
./dataset/nhcd\consonants\5\045_02.jpg,ङ
./dataset/nhcd\consonants\5\047_01.jpg,ङ
./dataset/nhcd\consonants\5\047_02.jpg,ङ
./dataset/nhcd\consonants\6\001_01.jpg,च
./dataset/nhcd\consonants\6\001_02.jpg,च
./dataset/nhcd\consonants\6\002_01.jpg,च
./dataset/nhcd\consonants\6\004_02.jpg,च
./dataset/nhcd\consonants\6\005_01.jpg,च
./dataset/nhcd\consonants\6\005_02.jpg,च
./dataset/nhcd\consonants\6\006_01.jpg,च
./dataset/nhcd\consonants\6\006_02.jpg,च
./dataset/nhcd\consonants\6\007_01.jpg,च
./dataset/nhcd\consonants\6\007_02.jpg,च
./dataset/nhcd\consonants\6\008_01.jpg,च
./dataset/nhcd\consonants\6\010_02.jpg,च
./dataset/nhcd\consonants\6\011_01.jpg,च
./dataset/nhcd\consonants\6\011_02.jpg,च
./dataset/nhcd\consonants\6\012_01.jpg,च
./dataset/nhcd\consonants\6\012_02.jpg,च
./dataset/nhcd\consonants\6\013_01.jpg,च
./dataset/nhcd\consonants\6\013_02.jpg,च
./dataset/nhcd\consonants\6\014_01.jpg,च
./dataset/nhcd\consonants\6\015_02.jpg,च
./dataset/nhcd\consonants\6\016_01.jpg,च
./dataset/nhcd\consonants\6\016_02.jpg,च
./dataset/nhcd\consonants\6\017_01.jpg,च
./dataset/nhcd\consonants\6\017_02.jpg,च
./dataset/nhcd\consonants\6\018_01.jpg,च
./dataset/nhcd\consonants\6\018_02.jpg,च
./dataset/nhcd\consonants\6\019_01.jpg,च
./dataset/nhcd\consonants\6\020_02.jpg,च
./dataset/nhcd\consonants\6\022_01.jpg,च
./dataset/nhcd\consonants\6\022_02.jpg,च
./dataset/nhcd\consonants\6\023_01.jpg,च
./dataset/nhcd\consonants\6\023_02.jpg,च
./dataset/nhcd\consonants\6\024_01.jpg,च
./dataset/nhcd\consonants\6\024_02.jpg,च
./dataset/nhcd\consonants\6\025_01.jpg,च
./dataset/nhcd\consonants\6\027_02.jpg,च
./dataset/nhcd\consonants\6\028_01.jpg,च
./dataset/nhcd\consonants\6\028_02.jpg,च
./dataset/nhcd\consonants\6\029_01.jpg,च
./dataset/nhcd\consonants\6\030_01.jpg,च
./dataset/nhcd\consonants\6\030_02.jpg,च
./dataset/nhcd\consonants\6\032_01.jpg,च
./dataset/nhcd\consonants\6\032_02.jpg,च
./dataset/nhcd\consonants\6\034_01.jpg,च
./dataset/nhcd\consonants\6\034_02.jpg,च
./dataset/nhcd\consonants\6\035_01.jpg,च
./dataset/nhcd\consonants\6\035_02.jpg,च
./dataset/nhcd\consonants\6\036_01.jpg,च
./dataset/nhcd\consonants\6\036_02.jpg,च
./dataset/nhcd\consonants\6\037_01.jpg,च
./dataset/nhcd\consonants\6\037_02.jpg,च
./dataset/nhcd\consonants\6\039_01.jpg,च
./dataset/nhcd\consonants\6\039_02.jpg,च
./dataset/nhcd\consonants\6\040_01.jpg,च
./dataset/nhcd\consonants\6\040_02.jpg,च
./dataset/nhcd\consonants\6\041_01.jpg,च
./dataset/nhcd\consonants\6\041_02.jpg,च
./dataset/nhcd\consonants\6\042_01.jpg,च
./dataset/nhcd\consonants\6\042_02.jpg,च
./dataset/nhcd\consonants\6\044_01.jpg,च
./dataset/nhcd\consonants\6\044_02.jpg,च
./dataset/nhcd\consonants\6\045_01.jpg,च
./dataset/nhcd\consonants\6\045_02.jpg,च
./dataset/nhcd\consonants\6\047_01.jpg,च
./dataset/nhcd\consonants\6\047_02.jpg,च
./dataset/nhcd\consonants\7\001_01.jpg,छ
./dataset/nhcd\consonants\7\001_02.jpg,छ
./dataset/nhcd\consonants\7\004_01.jpg,छ
./dataset/nhcd\consonants\7\004_02.jpg,छ
./dataset/nhcd\consonants\7\005_01.jpg,छ
./dataset/nhcd\consonants\7\005_02.jpg,छ
./dataset/nhcd\consonants\7\006_01.jpg,छ
./dataset/nhcd\consonants\7\006_02.jpg,छ
./dataset/nhcd\consonants\7\007_01.jpg,छ
./dataset/nhcd\consonants\7\007_02.jpg,छ
./dataset/nhcd\consonants\7\010_01.jpg,छ
./dataset/nhcd\consonants\7\010_02.jpg,छ
./dataset/nhcd\consonants\7\011_01.jpg,छ
./dataset/nhcd\consonants\7\011_02.jpg,छ
./dataset/nhcd\consonants\7\012_01.jpg,छ
./dataset/nhcd\consonants\7\012_02.jpg,छ
./dataset/nhcd\consonants\7\013_01.jpg,छ
./dataset/nhcd\consonants\7\013_02.jpg,छ
./dataset/nhcd\consonants\7\015_01.jpg,छ
./dataset/nhcd\consonants\7\015_02.jpg,छ
./dataset/nhcd\consonants\7\016_01.jpg,छ
./dataset/nhcd\consonants\7\016_02.jpg,छ
./dataset/nhcd\consonants\7\017_01.jpg,छ
./dataset/nhcd\consonants\7\017_02.jpg,छ
./dataset/nhcd\consonants\7\018_01.jpg,छ
./dataset/nhcd\consonants\7\018_02.jpg,छ
./dataset/nhcd\consonants\7\020_01.jpg,छ
./dataset/nhcd\consonants\7\020_02.jpg,छ
./dataset/nhcd\consonants\7\022_01.jpg,छ
./dataset/nhcd\consonants\7\022_02.jpg,छ
./dataset/nhcd\consonants\7\023_01.jpg,छ
./dataset/nhcd\consonants\7\023_02.jpg,छ
./dataset/nhcd\consonants\7\024_01.jpg,छ
./dataset/nhcd\consonants\7\024_02.jpg,छ
./dataset/nhcd\consonants\7\027_01.jpg,छ
./dataset/nhcd\consonants\7\027_02.jpg,छ
./dataset/nhcd\consonants\7\028_01.jpg,छ
./dataset/nhcd\consonants\7\028_02.jpg,छ
./dataset/nhcd\consonants\7\029_01.jpg,छ
./dataset/nhcd\consonants\7\030_01.jpg,छ
./dataset/nhcd\consonants\7\030_02.jpg,छ
./dataset/nhcd\consonants\7\032_01.jpg,छ
./dataset/nhcd\consonants\7\033_02.jpg,छ
./dataset/nhcd\consonants\7\034_01.jpg,छ
./dataset/nhcd\consonants\7\034_02.jpg,छ
./dataset/nhcd\consonants\7\035_01.jpg,छ
./dataset/nhcd\consonants\7\035_02.jpg,छ
./dataset/nhcd\consonants\7\036_01.jpg,छ
./dataset/nhcd\consonants\7\036_02.jpg,छ
./dataset/nhcd\consonants\7\037_01.jpg,छ
./dataset/nhcd\consonants\7\038_02.jpg,छ
./dataset/nhcd\consonants\7\039_01.jpg,छ
./dataset/nhcd\consonants\7\039_02.jpg,छ
./dataset/nhcd\consonants\7\040_01.jpg,छ
./dataset/nhcd\consonants\7\040_02.jpg,छ
./dataset/nhcd\consonants\7\041_01.jpg,छ
./dataset/nhcd\consonants\7\041_02.jpg,छ
./dataset/nhcd\consonants\7\042_01.jpg,छ
./dataset/nhcd\consonants\7\043_02.jpg,छ
./dataset/nhcd\consonants\7\044_01.jpg,छ
./dataset/nhcd\consonants\7\044_02.jpg,छ
./dataset/nhcd\consonants\7\045_01.jpg,छ
./dataset/nhcd\consonants\7\045_02.jpg,छ
./dataset/nhcd\consonants\7\047_01.jpg,छ
./dataset/nhcd\consonants\7\047_02.jpg,छ
./dataset/nhcd\consonants\8\001_01.jpg,ज
./dataset/nhcd\consonants\8\002_02.jpg,ज
./dataset/nhcd\consonants\8\004_01.jpg,ज
./dataset/nhcd\consonants\8\004_02.jpg,ज
./dataset/nhcd\consonants\8\005_01.jpg,ज
./dataset/nhcd\consonants\8\005_02.jpg,ज
./dataset/nhcd\consonants\8\006_01.jpg,ज
./dataset/nhcd\consonants\8\006_02.jpg,ज
./dataset/nhcd\consonants\8\007_01.jpg,ज
./dataset/nhcd\consonants\8\008_02.jpg,ज
./dataset/nhcd\consonants\8\010_01.jpg,ज
./dataset/nhcd\consonants\8\010_02.jpg,ज
./dataset/nhcd\consonants\8\011_01.jpg,ज
./dataset/nhcd\consonants\8\011_02.jpg,ज
./dataset/nhcd\consonants\8\012_01.jpg,ज
./dataset/nhcd\consonants\8\012_02.jpg,ज
./dataset/nhcd\consonants\8\013_01.jpg,ज
./dataset/nhcd\consonants\8\014_02.jpg,ज
./dataset/nhcd\consonants\8\015_01.jpg,ज
./dataset/nhcd\consonants\8\015_02.jpg,ज
./dataset/nhcd\consonants\8\016_01.jpg,ज
./dataset/nhcd\consonants\8\016_02.jpg,ज
./dataset/nhcd\consonants\8\017_01.jpg,ज
./dataset/nhcd\consonants\8\017_02.jpg,ज
./dataset/nhcd\consonants\8\018_01.jpg,ज
./dataset/nhcd\consonants\8\019_02.jpg,ज
./dataset/nhcd\consonants\8\020_01.jpg,ज
./dataset/nhcd\consonants\8\020_02.jpg,ज
./dataset/nhcd\consonants\8\022_01.jpg,ज
./dataset/nhcd\consonants\8\022_02.jpg,ज
./dataset/nhcd\consonants\8\023_01.jpg,ज
./dataset/nhcd\consonants\8\023_02.jpg,ज
./dataset/nhcd\consonants\8\024_01.jpg,ज
./dataset/nhcd\consonants\8\025_02.jpg,ज
./dataset/nhcd\consonants\8\027_01.jpg,ज
./dataset/nhcd\consonants\8\027_02.jpg,ज
./dataset/nhcd\consonants\8\028_01.jpg,ज
./dataset/nhcd\consonants\8\028_02.jpg,ज
./dataset/nhcd\consonants\8\029_01.jpg,ज
./dataset/nhcd\consonants\8\030_01.jpg,ज
./dataset/nhcd\consonants\8\030_02.jpg,ज
./dataset/nhcd\consonants\8\033_01.jpg,ज
./dataset/nhcd\consonants\8\033_02.jpg,ज
./dataset/nhcd\consonants\8\034_01.jpg,ज
./dataset/nhcd\consonants\8\034_02.jpg,ज
./dataset/nhcd\consonants\8\035_01.jpg,ज
./dataset/nhcd\consonants\8\035_02.jpg,ज
./dataset/nhcd\consonants\8\036_01.jpg,ज
./dataset/nhcd\consonants\8\036_02.jpg,ज
./dataset/nhcd\consonants\8\038_01.jpg,ज
./dataset/nhcd\consonants\8\038_02.jpg,ज
./dataset/nhcd\consonants\8\039_01.jpg,ज
./dataset/nhcd\consonants\8\039_02.jpg,ज
./dataset/nhcd\consonants\8\040_01.jpg,ज
./dataset/nhcd\consonants\8\040_02.jpg,ज
./dataset/nhcd\consonants\8\041_01.jpg,ज
./dataset/nhcd\consonants\8\041_02.jpg,ज
./dataset/nhcd\consonants\8\043_01.jpg,ज
./dataset/nhcd\consonants\8\043_02.jpg,ज
./dataset/nhcd\consonants\8\044_01.jpg,ज
./dataset/nhcd\consonants\8\044_02.jpg,ज
./dataset/nhcd\consonants\8\045_01.jpg,ज
./dataset/nhcd\consonants\8\045_02.jpg,ज
./dataset/nhcd\consonants\8\047_01.jpg,ज
./dataset/nhcd\consonants\8\047_02.jpg,ज
./dataset/nhcd\consonants\9\002_01.jpg,झ
./dataset/nhcd\consonants\9\002_02.jpg,झ
./dataset/nhcd\consonants\9\004_01.jpg,झ
./dataset/nhcd\consonants\9\004_02.jpg,झ
./dataset/nhcd\consonants\9\005_01.jpg,झ
./dataset/nhcd\consonants\9\005_02.jpg,झ
./dataset/nhcd\consonants\9\006_01.jpg,झ
./dataset/nhcd\consonants\9\006_02.jpg,झ
./dataset/nhcd\consonants\9\008_01.jpg,झ
./dataset/nhcd\consonants\9\008_02.jpg,झ
./dataset/nhcd\consonants\9\010_01.jpg,झ
./dataset/nhcd\consonants\9\010_02.jpg,झ
./dataset/nhcd\consonants\9\011_01.jpg,झ
./dataset/nhcd\consonants\9\011_02.jpg,झ
./dataset/nhcd\consonants\9\012_01.jpg,झ
./dataset/nhcd\consonants\9\012_02.jpg,झ
./dataset/nhcd\consonants\9\014_01.jpg,झ
./dataset/nhcd\consonants\9\014_02.jpg,झ
./dataset/nhcd\consonants\9\015_01.jpg,झ
./dataset/nhcd\consonants\9\015_02.jpg,झ
./dataset/nhcd\consonants\9\016_01.jpg,झ
./dataset/nhcd\consonants\9\016_02.jpg,झ
./dataset/nhcd\consonants\9\017_01.jpg,झ
./dataset/nhcd\consonants\9\017_02.jpg,झ
./dataset/nhcd\consonants\9\019_01.jpg,झ
./dataset/nhcd\consonants\9\019_02.jpg,झ
./dataset/nhcd\consonants\9\020_01.jpg,झ
./dataset/nhcd\consonants\9\020_02.jpg,झ
./dataset/nhcd\consonants\9\022_01.jpg,झ
./dataset/nhcd\consonants\9\022_02.jpg,झ
./dataset/nhcd\consonants\9\023_01.jpg,झ
./dataset/nhcd\consonants\9\023_02.jpg,झ
./dataset/nhcd\consonants\9\025_01.jpg,झ
./dataset/nhcd\consonants\9\025_02.jpg,झ
./dataset/nhcd\consonants\9\027_01.jpg,झ
./dataset/nhcd\consonants\9\027_02.jpg,झ
./dataset/nhcd\consonants\9\028_01.jpg,झ
./dataset/nhcd\consonants\9\028_02.jpg,झ
./dataset/nhcd\consonants\9\029_01.jpg,झ
./dataset/nhcd\consonants\9\030_01.jpg,झ
./dataset/nhcd\consonants\9\032_02.jpg,झ
./dataset/nhcd\consonants\9\033_01.jpg,झ
./dataset/nhcd\consonants\9\033_02.jpg,झ
./dataset/nhcd\consonants\9\034_01.jpg,झ
./dataset/nhcd\consonants\9\034_02.jpg,झ
./dataset/nhcd\consonants\9\035_01.jpg,झ
./dataset/nhcd\consonants\9\035_02.jpg,झ
./dataset/nhcd\consonants\9\036_01.jpg,झ
./dataset/nhcd\consonants\9\037_02.jpg,झ
./dataset/nhcd\consonants\9\038_01.jpg,झ
./dataset/nhcd\consonants\9\038_02.jpg,झ
./dataset/nhcd\consonants\9\039_01.jpg,झ
./dataset/nhcd\consonants\9\039_02.jpg,झ
./dataset/nhcd\consonants\9\040_01.jpg,झ
./dataset/nhcd\consonants\9\040_02.jpg,झ
./dataset/nhcd\consonants\9\041_01.jpg,झ
./dataset/nhcd\consonants\9\042_02.jpg,झ
./dataset/nhcd\consonants\9\043_01.jpg,झ
./dataset/nhcd\consonants\9\043_02.jpg,झ
./dataset/nhcd\consonants\9\044_01.jpg,झ
./dataset/nhcd\consonants\9\044_02.jpg,झ
./dataset/nhcd\consonants\9\045_01.jpg,झ
./dataset/nhcd\consonants\9\045_02.jpg,झ
./dataset/nhcd\consonants\9\047_01.jpg,झ
./dataset/nhcd\consonants\10\001_02.jpg,ञ
./dataset/nhcd\consonants\10\002_01.jpg,ञ
./dataset/nhcd\consonants\10\002_02.jpg,ञ
./dataset/nhcd\consonants\10\004_01.jpg,ञ
./dataset/nhcd\consonants\10\004_02.jpg,ञ
./dataset/nhcd\consonants\10\005_01.jpg,ञ
./dataset/nhcd\consonants\10\005_02.jpg,ञ
./dataset/nhcd\consonants\10\006_01.jpg,ञ
./dataset/nhcd\consonants\10\007_02.jpg,ञ
./dataset/nhcd\consonants\10\008_01.jpg,ञ
./dataset/nhcd\consonants\10\008_02.jpg,ञ
./dataset/nhcd\consonants\10\010_01.jpg,ञ
./dataset/nhcd\consonants\10\010_02.jpg,ञ
./dataset/nhcd\consonants\10\011_01.jpg,ञ
./dataset/nhcd\consonants\10\011_02.jpg,ञ
./dataset/nhcd\consonants\10\012_01.jpg,ञ
./dataset/nhcd\consonants\10\013_02.jpg,ञ
./dataset/nhcd\consonants\10\014_01.jpg,ञ
./dataset/nhcd\consonants\10\014_02.jpg,ञ
./dataset/nhcd\consonants\10\015_01.jpg,ञ
./dataset/nhcd\consonants\10\015_02.jpg,ञ
./dataset/nhcd\consonants\10\016_01.jpg,ञ
./dataset/nhcd\consonants\10\016_02.jpg,ञ
./dataset/nhcd\consonants\10\017_01.jpg,ञ
./dataset/nhcd\consonants\10\018_02.jpg,ञ
./dataset/nhcd\consonants\10\019_01.jpg,ञ
./dataset/nhcd\consonants\10\019_02.jpg,ञ
./dataset/nhcd\consonants\10\020_01.jpg,ञ
./dataset/nhcd\consonants\10\020_02.jpg,ञ
./dataset/nhcd\consonants\10\022_01.jpg,ञ
./dataset/nhcd\consonants\10\022_02.jpg,ञ
./dataset/nhcd\consonants\10\023_01.jpg,ञ
./dataset/nhcd\consonants\10\024_02.jpg,ञ
./dataset/nhcd\consonants\10\025_01.jpg,ञ
./dataset/nhcd\consonants\10\025_02.jpg,ञ
./dataset/nhcd\consonants\10\027_01.jpg,ञ
./dataset/nhcd\consonants\10\027_02.jpg,ञ
./dataset/nhcd\consonants\10\028_01.jpg,ञ
./dataset/nhcd\consonants\10\028_02.jpg,ञ
./dataset/nhcd\consonants\10\029_01.jpg,ञ
./dataset/nhcd\consonants\10\032_01.jpg,ञ
./dataset/nhcd\consonants\10\032_02.jpg,ञ
./dataset/nhcd\consonants\10\033_01.jpg,ञ
./dataset/nhcd\consonants\10\033_02.jpg,ञ
./dataset/nhcd\consonants\10\034_01.jpg,ञ
./dataset/nhcd\consonants\10\034_02.jpg,ञ
./dataset/nhcd\consonants\10\035_01.jpg,ञ
./dataset/nhcd\consonants\10\035_02.jpg,ञ
./dataset/nhcd\consonants\10\037_01.jpg,ञ
./dataset/nhcd\consonants\10\037_02.jpg,ञ
./dataset/nhcd\consonants\10\038_01.jpg,ञ
./dataset/nhcd\consonants\10\038_02.jpg,ञ
./dataset/nhcd\consonants\10\039_01.jpg,ञ
./dataset/nhcd\consonants\10\039_02.jpg,ञ
./dataset/nhcd\consonants\10\040_01.jpg,ञ
./dataset/nhcd\consonants\10\040_02.jpg,ञ
./dataset/nhcd\consonants\10\042_01.jpg,ञ
./dataset/nhcd\consonants\10\042_02.jpg,ञ
./dataset/nhcd\consonants\10\043_01.jpg,ञ
./dataset/nhcd\consonants\10\043_02.jpg,ञ
./dataset/nhcd\consonants\10\044_01.jpg,ञ
./dataset/nhcd\consonants\10\044_02.jpg,ञ
./dataset/nhcd\consonants\10\045_01.jpg,ञ
./dataset/nhcd\consonants\10\045_02.jpg,ञ
./dataset/nhcd\consonants\11\001_01.jpg,ट
./dataset/nhcd\consonants\11\001_02.jpg,ट
./dataset/nhcd\consonants\11\002_01.jpg,ट
./dataset/nhcd\consonants\11\002_02.jpg,ट
./dataset/nhcd\consonants\11\004_01.jpg,ट
./dataset/nhcd\consonants\11\004_02.jpg,ट
./dataset/nhcd\consonants\11\005_01.jpg,ट
./dataset/nhcd\consonants\11\005_02.jpg,ट
./dataset/nhcd\consonants\11\007_01.jpg,ट
./dataset/nhcd\consonants\11\007_02.jpg,ट
./dataset/nhcd\consonants\11\008_01.jpg,ट
./dataset/nhcd\consonants\11\008_02.jpg,ट
./dataset/nhcd\consonants\11\010_01.jpg,ट
./dataset/nhcd\consonants\11\010_02.jpg,ट
./dataset/nhcd\consonants\11\011_01.jpg,ट
./dataset/nhcd\consonants\11\011_02.jpg,ट
./dataset/nhcd\consonants\11\013_01.jpg,ट
./dataset/nhcd\consonants\11\013_02.jpg,ट
./dataset/nhcd\consonants\11\014_01.jpg,ट
./dataset/nhcd\consonants\11\014_02.jpg,ट
./dataset/nhcd\consonants\11\015_01.jpg,ट
./dataset/nhcd\consonants\11\015_02.jpg,ट
